"time","Pop.Bighorn.BCS","Pop.Bighorn.Ejido","Demand.Permit.Ejido","Price.Permit.Ejido","Rainfall.Change","Income.From.Permits","No.Permits.Ejido","Price.Permit.Relative","No.Permits.BCS","Price.Permit.Ejido.1","Sighting.Bighorn.Ejido","RunID","FutureID","Climate.Scenario","Resilience"
16,536.59647145953,115.450166234398,21.4815199195324,98.1984544694749,1.0137571055098,291.708138931207,2.97059806599996,0.916511369616073,14.200489020705,98.1984544694749,7.2385427851529,"3","3","CEH_3.1","NO"
16.5,536.876017064434,115.508731493422,21.8158767640328,98.2790258508894,1.02437672004669,292.099577249442,2.97214563046871,0.915759992743004,14.2078869155932,98.2790258508894,7.24221473424575,"3","3","CEH_3.1","NO"
17,537.791692386151,115.701397995768,22.1503128212708,98.0266530839781,1.10229561425365,291.8464032432,2.97721480904973,0.918117646257883,14.2321193473071,98.0266530839781,7.25429461915181,"3","3","CEH_3.1","NO"
17.5,539.040920927452,115.964400756184,22.4852197633514,97.5937951509179,1.07131921011762,291.232624453996,2.98413053825437,0.922189775085855,14.2651789314241,97.5937951509179,7.27078447616959,"3","3","CEH_3.1","NO"
18,540.756164766658,116.325663750941,22.8206821573067,96.9038973143224,1.17296391973556,290.094038919548,2.99362612814822,0.928755215159938,14.3105711443848,96.9038973143224,7.2934350944366,"3","3","CEH_3.1","NO"
18.5,542.424351409742,116.677049591034,23.1570540609653,96.2310053069955,1.06351360884083,288.968352978359,3.00286120940433,0.935249504178851,14.3547180357074,96.2310053069955,7.3154664307315,"3","3","CEH_3.1","NO"
19,544.040780234261,117.017556550434,23.4940539972371,95.5744553521894,1.16399538745007,287.852077376853,3.01180975937687,0.941674212720882,14.3974952081195,95.5744553521894,7.3368156784169,"3","3","CEH_3.1","NO"
19.5,546.686033435376,117.574974393958,23.8321707500016,94.343095790071,1.23261726296944,285.525028408683,3.02645388109824,0.953964879425463,14.4674991888338,94.343095790071,7.37176489539213,"3","3","CEH_3.1","NO"
20,550.061929679474,118.286467440169,24.1719676961176,92.694082085827,1.31673877097934,282.266720624819,3.04514284270557,0.970935770383566,14.5568389070376,92.694082085827,7.41637438383481,"3","3","CEH_3.1","NO"
20.5,553.438285166724,118.998131522905,24.513822253863,91.0319257999511,1.22794443791388,278.906740910587,3.06383434668298,0.988664133040327,14.6461907786522,91.0319257999511,7.46099459599701,"3","3","CEH_3.1","NO"
